building_id,event_id,pre_imagery,post_imagery,building_mask,label,evidence_source,evidence_tier,auditor,audit_label,agreement,comments
TN_VARDAH_2016_026803,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_026803/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_026803/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_026803/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_VARDAH_2016_106192,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_106192/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_106192/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_106192/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_VARDAH_2016_036707,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_036707/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_036707/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_036707/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_GAJA_2018_002349,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_002349/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_002349/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_002349/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_GAJA_2018_008618,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_008618/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_008618/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_008618/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_VARDAH_2016_183228,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_183228/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_183228/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_183228/building_mask.npy,1,Copernicus Emergency Management Service damage grading,TIER_2_STRONG,Alice/Bob,1,TRUE,Strong correlation verified. Output aligns with Copernicus Emergency Management Service damage grading maps.
TN_NIVAR_2020_030764,TN_NIVAR_2020,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_030764/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_030764/sar_post.npy,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_030764/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_VARDAH_2016_009992,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009992/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009992/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009992/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_GAJA_2018_003859,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_003859/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_003859/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_003859/building_mask.npy,2,UNOSAT detailed damage assessment shapes,TIER_3_STRONG,Alice/Bob,2,TRUE,Strong correlation verified. Output aligns with UNOSAT detailed damage assessment shapes maps.
TN_MANDOUS_2022_024764,TN_MANDOUS_2022,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_024764/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_024764/sar_post.npy,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_024764/building_mask.npy,1,Copernicus Emergency Management Service damage grading,TIER_2_STRONG,Alice/Bob,1,TRUE,Strong correlation verified. Output aligns with Copernicus Emergency Management Service damage grading maps.
TN_VARDAH_2016_133718,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_133718/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_133718/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_133718/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_VARDAH_2016_203249,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_203249/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_203249/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_203249/building_mask.npy,1,Copernicus Emergency Management Service damage grading,TIER_2_STRONG,Alice/Bob,1,TRUE,Strong correlation verified. Output aligns with Copernicus Emergency Management Service damage grading maps.
TN_NIVAR_2020_011953,TN_NIVAR_2020,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_011953/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_011953/sar_post.npy,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_011953/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_OCKHI_2017_033164,TN_OCKHI_2017,data/tamil_nadu/chips_scaled//TN_OCKHI_2017/TN_OCKHI_2017_033164/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_OCKHI_2017/TN_OCKHI_2017_033164/sar_post.npy,data/tamil_nadu/chips_scaled//TN_OCKHI_2017/TN_OCKHI_2017_033164/building_mask.npy,1,Copernicus Emergency Management Service damage grading,TIER_2_STRONG,Alice/Bob,1,TRUE,Strong correlation verified. Output aligns with Copernicus Emergency Management Service damage grading maps.
TN_NADA_2016_017774,TN_NADA_2016,data/tamil_nadu/chips_scaled//TN_NADA_2016/TN_NADA_2016_017774/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_NADA_2016/TN_NADA_2016_017774/sar_post.npy,data/tamil_nadu/chips_scaled//TN_NADA_2016/TN_NADA_2016_017774/building_mask.npy,1,Copernicus Emergency Management Service damage grading,TIER_2_STRONG,Alice/Bob,1,TRUE,Strong correlation verified. Output aligns with Copernicus Emergency Management Service damage grading maps.
TN_FENGAL_2024_000058,TN_FENGAL_2024,data/tamil_nadu/chips_scaled//TN_FENGAL_2024/TN_FENGAL_2024_000058/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_FENGAL_2024/TN_FENGAL_2024_000058/sar_post.npy,data/tamil_nadu/chips_scaled//TN_FENGAL_2024/TN_FENGAL_2024_000058/building_mask.npy,2,UNOSAT detailed damage assessment shapes,TIER_3_STRONG,Alice/Bob,2,TRUE,Strong correlation verified. Output aligns with UNOSAT detailed damage assessment shapes maps.
TN_VARDAH_2016_046564,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_046564/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_046564/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_046564/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_GAJA_2018_064276,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_064276/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_064276/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_064276/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_VARDAH_2016_071313,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_071313/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_071313/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_071313/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_GAJA_2018_065097,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_065097/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_065097/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_065097/building_mask.npy,1,Copernicus Emergency Management Service damage grading,TIER_2_STRONG,Alice/Bob,1,TRUE,Strong correlation verified. Output aligns with Copernicus Emergency Management Service damage grading maps.
TN_GAJA_2018_001119,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_001119/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_001119/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_001119/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_GAJA_2018_019869,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_019869/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_019869/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_019869/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_VARDAH_2016_179953,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_179953/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_179953/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_179953/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_NIVAR_2020_008591,TN_NIVAR_2020,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_008591/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_008591/sar_post.npy,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_008591/building_mask.npy,1,Copernicus Emergency Management Service damage grading,TIER_2_STRONG,Alice/Bob,1,TRUE,Strong correlation verified. Output aligns with Copernicus Emergency Management Service damage grading maps.
TN_GAJA_2018_008588,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_008588/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_008588/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_008588/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_FENGAL_2024_074820,TN_FENGAL_2024,data/tamil_nadu/chips_scaled//TN_FENGAL_2024/TN_FENGAL_2024_074820/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_FENGAL_2024/TN_FENGAL_2024_074820/sar_post.npy,data/tamil_nadu/chips_scaled//TN_FENGAL_2024/TN_FENGAL_2024_074820/building_mask.npy,1,Copernicus Emergency Management Service damage grading,TIER_2_STRONG,Alice/Bob,1,TRUE,Strong correlation verified. Output aligns with Copernicus Emergency Management Service damage grading maps.
TN_NIVAR_2020_098624,TN_NIVAR_2020,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_098624/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_098624/sar_post.npy,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_098624/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_VARDAH_2016_081223,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_081223/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_081223/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_081223/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_OCKHI_2017_001026,TN_OCKHI_2017,data/tamil_nadu/chips_scaled//TN_OCKHI_2017/TN_OCKHI_2017_001026/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_OCKHI_2017/TN_OCKHI_2017_001026/sar_post.npy,data/tamil_nadu/chips_scaled//TN_OCKHI_2017/TN_OCKHI_2017_001026/building_mask.npy,2,UNOSAT detailed damage assessment shapes,TIER_3_STRONG,Alice/Bob,2,TRUE,Strong correlation verified. Output aligns with UNOSAT detailed damage assessment shapes maps.
TN_VARDAH_2016_046560,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_046560/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_046560/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_046560/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_GAJA_2018_054473,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_054473/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_054473/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_054473/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_GAJA_2018_010214,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_010214/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_010214/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_010214/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_NIVAR_2020_059545,TN_NIVAR_2020,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_059545/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_059545/sar_post.npy,data/tamil_nadu/chips_scaled//TN_NIVAR_2020/TN_NIVAR_2020_059545/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_VARDAH_2016_183258,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_183258/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_183258/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_183258/building_mask.npy,1,Copernicus Emergency Management Service damage grading,TIER_2_STRONG,Alice/Bob,1,TRUE,Strong correlation verified. Output aligns with Copernicus Emergency Management Service damage grading maps.
TN_GAJA_2018_063641,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_063641/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_063641/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_063641/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_GAJA_2018_069035,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_069035/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_069035/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_069035/building_mask.npy,1,Copernicus Emergency Management Service damage grading,TIER_2_STRONG,Alice/Bob,1,TRUE,Strong correlation verified. Output aligns with Copernicus Emergency Management Service damage grading maps.
TN_VARDAH_2016_076279,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_076279/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_076279/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_076279/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_GAJA_2018_006268,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_006268/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_006268/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_006268/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_VARDAH_2016_143641,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_143641/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_143641/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_143641/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_GAJA_2018_001226,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_001226/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_001226/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_001226/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_FENGAL_2024_113813,TN_FENGAL_2024,data/tamil_nadu/chips_scaled//TN_FENGAL_2024/TN_FENGAL_2024_113813/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_FENGAL_2024/TN_FENGAL_2024_113813/sar_post.npy,data/tamil_nadu/chips_scaled//TN_FENGAL_2024/TN_FENGAL_2024_113813/building_mask.npy,1,Copernicus Emergency Management Service damage grading,TIER_2_STRONG,Alice/Bob,1,TRUE,Strong correlation verified. Output aligns with Copernicus Emergency Management Service damage grading maps.
TN_VARDAH_2016_071301,TN_VARDAH_2016,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_071301/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_071301/sar_post.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_071301/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
TN_GAJA_2018_010289,TN_GAJA_2018,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_010289/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_010289/sar_post.npy,data/tamil_nadu/chips_scaled//TN_GAJA_2018/TN_GAJA_2018_010289/building_mask.npy,0,Copernicus EMS no-damage vector verification,TIER_2_STRONG,Alice/Bob,0,TRUE,Strong correlation verified. Output aligns with Copernicus EMS no-damage vector verification maps.
